date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:25	10009/10009	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Feb%202020%2015:52:23%20GMT	https://acerlife.gr8.com/robots.txt		(from )
11:52:25	57445/57445	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Feb%202020%2015:52:24%20GMT	https://acerlife.gr8.com/	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/acerlife.gr8.com/index.html	(from )
11:52:26	2560/2560	---M--	200	added ('OK')	image/png	etag:%221dc09d84-a00%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-57x57.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-57x57.png	(from https://acerlife.gr8.com/)
11:52:26	2375/2375	---M--	200	added ('OK')	image/png	etag:%221dc09d84-947%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-60x60.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-60x60.png	(from https://acerlife.gr8.com/)
11:52:27	2998/2998	---M--	200	added ('OK')	image/png	etag:%221dc09d84-bb6%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-72x72.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-72x72.png	(from https://acerlife.gr8.com/)
11:52:27	3297/3297	---M--	200	added ('OK')	image/png	etag:%221dc09d84-ce1%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-76x76.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-76x76.png	(from https://acerlife.gr8.com/)
11:52:27	4322/4322	---M--	200	added ('OK')	image/png	etag:%221dc09d84-10e2%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-114x114.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-114x114.png	(from https://acerlife.gr8.com/)
11:52:27	4552/4552	---M--	200	added ('OK')	image/png	etag:%221dc09d84-11c8%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-120x120.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-120x120.png	(from https://acerlife.gr8.com/)
11:52:27	5777/5777	---M--	200	added ('OK')	image/png	etag:%221dc09d84-1691%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-144x144.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-144x144.png	(from https://acerlife.gr8.com/)
11:52:28	5907/5907	---M--	200	added ('OK')	image/png	etag:%221dc09d84-1713%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-152x152.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-152x152.png	(from https://acerlife.gr8.com/)
11:52:28	6961/6961	---M--	200	added ('OK')	image/png	etag:%221dc09d84-1b31%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-180x180.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/apple-touch-icon-180x180.png	(from https://acerlife.gr8.com/)
11:52:28	1141/1141	---M--	200	added ('OK')	image/png	etag:%221dc09d84-475%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/favicon-32x32.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/favicon-32x32.png	(from https://acerlife.gr8.com/)
11:52:28	6450/6450	---M--	200	added ('OK')	image/png	etag:%221dc09d84-1932%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/favicon-194x194.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/favicon-194x194.png	(from https://acerlife.gr8.com/)
11:52:29	3185/3185	---M--	200	added ('OK')	image/png	etag:%221dc09d84-c71%22	https://us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/favicon-96x96.png	C:/Users/alan/Desktop/Nueva%20carpeta/Acerlife/LandingAcerlife/us-as.gr-cdn.com/images/squeeze-page/_external/various/favicons/favicon-96x96.png	(from https://acerlife.gr8.com/)
